Seed;RMSE History;MMD History;Log-Likelihood History;Max EIG History;Deployment Time
1800;[3.542616844177246, 2.436967611312866, 2.3613734245300293, 1.9001884460449219, 1.8625874519348145, 1.8087905645370483];[0.43504461646080017, 0.3457510471343994, 0.3852844834327698, 0.2792496681213379, 0.27051758766174316, 0.2731724977493286];[-2.2129921913146973, -2.3006784915924072, -2.9711596965789795, -2.2178280353546143, -2.2169189453125, -2.319225311279297];[1.3986296653747559, 0.7308650612831116, 0.36014166474342346, 0.20665456354618073, 0.1439666748046875];268.20550870895386
1850;[3.523024320602417, 23.853384017944336, 22.56413459777832, 26.938627243041992, 26.849458694458008, 27.609580993652344];[0.43340134620666504, 1.4723769426345825, 1.5034732818603516, 1.5900850296020508, 1.6237703561782837, 1.6332004070281982];[-2.2051966190338135, -30.221040725708008, -31.496139526367188, -34.04366683959961, -34.98125457763672, -35.06632995605469];[1.4456795454025269, 1.0273551940917969, 0.7132985591888428, 0.41887402534484863, 0.33258694410324097];261.3696393966675
1900;[3.5153372287750244, 2.6547017097473145, 1.8639631271362305, 1.6829001903533936, 1.8124549388885498, 2.6296956539154053];[0.4438469111919403, 0.3759602904319763, 0.22885750234127045, 0.16979332268238068, 0.35683953762054443, 0.9515090584754944];[-2.202637195587158, -2.2305362224578857, -1.7530086040496826, -1.6067583560943604, -2.24367618560791, -6.598777770996094];[1.3942899703979492, 0.8640843033790588, 0.3962888717651367, 0.23175732791423798, 0.20792612433433533];267.1771924495697
1950;[3.449302911758423, 4.674968242645264, 3.8466601371765137, 3.717647075653076, 3.7143895626068115, 2.8473258018493652];[0.4420658349990845, 1.451512336730957, 1.346555471420288, 1.3662631511688232, 1.3634510040283203, 1.159835696220398];[-2.188352108001709, -19.505359649658203, -24.013484954833984, -24.82375144958496, -26.10085678100586, -14.364123344421387];[1.430879831314087, 0.9503897428512573, 0.5678487420082092, 0.3806680142879486, 0.22047163546085358];282.6543550491333
2000;[3.5128579139709473, 2.496755599975586, 1.8572403192520142, 1.7366636991500854, 1.7292380332946777, 2.2550323009490967];[0.43277543783187866, 0.31037577986717224, 0.2613179385662079, 0.2540772259235382, 0.2632863223552704, 0.7471490502357483];[-2.1851656436920166, -1.9404265880584717, -1.864891529083252, -1.875397801399231, -1.9642372131347656, -3.9910712242126465];[1.4451537132263184, 0.9120563268661499, 0.39740899205207825, 0.24830016493797302, 0.23811687529087067];286.2311141490936
2050;[3.4718825817108154, 2.3836777210235596, 1.6347675323486328, 1.3733773231506348, 1.487511157989502, 1.4374393224716187];[0.435119092464447, 0.31181275844573975, 0.17617876827716827, 0.16346223652362823, 0.1527736932039261, 0.1154709905385971];[-2.168713331222534, -2.008568286895752, -1.5250557661056519, -1.4075586795806885, -1.4588432312011719, -1.3683816194534302];[1.3899706602096558, 0.8239071369171143, 0.39889639616012573, 0.24298451840877533, 0.20722372829914093];272.977420091629
2100;[3.4577395915985107, 2.3110315799713135, 2.201117992401123, 2.0995399951934814, 2.4639360904693604, 2.318647861480713];[0.4313388168811798, 0.4780990481376648, 0.5491946339607239, 0.5681838393211365, 0.7597177028656006, 0.6939333081245422];[-2.1701595783233643, -2.4106547832489014, -2.9487125873565674, -3.184023141860962, -4.454949378967285, -4.192649841308594];[1.4028916358947754, 0.7709547281265259, 0.35967743396759033, 0.21977795660495758, 0.1930617392063141];284.475492477417
2150;[3.5250561237335205, 2.436537742614746, 2.5674335956573486, 2.347818374633789, 2.2052173614501953, 2.0114481449127197];[0.42883846163749695, 0.365774542093277, 0.5182566046714783, 0.45940473675727844, 0.4065622091293335, 0.3307942748069763];[-2.201998710632324, -2.1290111541748047, -3.7403948307037354, -3.5874459743499756, -3.6478188037872314, -3.205409526824951];[1.469148874282837, 0.887571394443512, 0.4248705208301544, 0.24875569343566895, 0.14966103434562683];284.9572756290436
2200;[3.4772369861602783, 2.4258055686950684, 1.4934173822402954, 2.2486181259155273, 1.436437964439392, 1.282775640487671];[0.43342170119285583, 0.2812838852405548, 0.05939619988203049, 0.6841419339179993, 0.16789700090885162, 0.05334891378879547];[-2.167332649230957, -1.7778161764144897, -1.2264306545257568, -3.275391101837158, -1.4350119829177856, -1.1488816738128662];[1.5389820337295532, 0.9570674896240234, 0.4649450182914734, 0.45529311895370483, 0.24546195566654205];281.3808825016022
2250;[3.447732448577881, 29.45725440979004, 31.95935821533203, 33.885765075683594, 38.400169372558594, 39.759674072265625];[0.42744630575180054, 1.5282219648361206, 1.560998797416687, 1.6290733814239502, 1.655740737915039, 1.6421345472335815];[-2.1626577377319336, -33.643001556396484, -35.16191864013672, -36.21261978149414, -38.75339126586914, -38.03217697143555];[1.4969102144241333, 1.0207164287567139, 0.6106001734733582, 0.2989552915096283, 0.20995722711086273];285.918137550354
2300;[3.4258675575256348, 2.3809609413146973, 2.5099937915802, 2.23701810836792, 2.1425819396972656, 2.3104004859924316];[0.43996262550354004, 0.34231340885162354, 0.4267016351222992, 0.42190492153167725, 0.3769961893558502, 0.4305102527141571];[-2.155377149581909, -2.1658833026885986, -3.266885757446289, -3.529223918914795, -3.388831377029419, -4.172711372375488];[1.3730943202972412, 0.7944401502609253, 0.40496277809143066, 0.20637455582618713, 0.14268486201763153];269.139288187027
2400;[3.453928232192993, 2.458065986633301, 2.0583345890045166, 1.7889716625213623, 2.205681085586548, 2.3845884799957275];[0.42348501086235046, 0.3582751154899597, 0.40040913224220276, 0.29321402311325073, 0.6210368871688843, 0.6520991325378418];[-2.1593546867370605, -2.0824472904205322, -2.458019971847534, -1.9930452108383179, -3.5739147663116455, -4.017125606536865];[1.4247595071792603, 0.8478970527648926, 0.38843029737472534, 0.2591875493526459, 0.23806823790073395];278.8751232624054
2450;[3.443373441696167, 4.650265693664551, 4.077844619750977, 3.9377317428588867, 4.136794090270996, 3.912674903869629];[0.4253566563129425, 1.3963419198989868, 1.3910590410232544, 1.4005037546157837, 1.4496389627456665, 1.4075067043304443];[-2.157527446746826, -14.958584785461426, -23.881616592407227, -29.609352111816406, -35.089725494384766, -30.56340217590332];[1.5208905935287476, 0.9419189691543579, 0.5363965034484863, 0.30300503969192505, 0.19126048684120178];275.5698547363281
2500;[3.500199317932129, 2.2582719326019287, 1.8614904880523682, 1.878361701965332, 2.0618348121643066, 2.6472527980804443];[0.4217135012149811, 0.30106061697006226, 0.25618356466293335, 0.26948410272598267, 0.37361836433410645, 0.8826814889907837];[-2.151613235473633, -1.897795557975769, -1.816847562789917, -2.1034493446350098, -2.8511343002319336, -6.419942378997803];[1.3893779516220093, 0.834052324295044, 0.4069759249687195, 0.24227844178676605, 0.1922081708908081];271.99340987205505
2550;[3.422832489013672, 2.2445621490478516, 2.2160253524780273, 1.8920053243637085, 2.210059881210327, 2.6145219802856445];[0.439088374376297, 0.2933533787727356, 0.3554311692714691, 0.29375576972961426, 0.4083719849586487, 0.8058897256851196];[-2.157212495803833, -1.9493107795715332, -2.8704278469085693, -2.4923641681671143, -3.3143503665924072, -6.121295928955078];[1.3986759185791016, 0.7891798615455627, 0.3845960795879364, 0.21923291683197021, 0.19126318395137787];271.9120433330536
